ticket_type,order_ref,shirt_size,school,checkin_first,checkin_last
California Hacker,5YQC,Female S       ,Santa Clara University,1477496556,1478924012
California Hacker,I3RC,Female S       ,"University of California, Santa Barbara",1477496841,1477496910
Berkeley Hacker [Waitlist],LD1Z,Female M       ,"University of California, Berkeley",1477496865,1477508350
Berkeley Hacker [Waitlist],OFD1,Female M       ,"University of California, Berkeley",1477497020,1477497091
Berkeley Hacker [Waitlist],B64W,Male S         ,"University of California, Berkeley",1477497227,1478932756
Berkeley Hacker,X48O,Male M         ,"University of California, Berkeley",1477497232,1477497396
California Hacker,ND69,Male XS        ,City College of San Francisco,1477497251,1478928287
Berkeley Hacker [Waitlist],XQKV,Female S       ,"University of California, Berkeley",1477497401,1477497872
California Hacker,HC0L,Female M       ,University of Southern California,1477497407,1478924445
Berkeley Hacker,JWY0,Male S         ,"University of California, Berkeley",1477497410,1477497478
California Hacker [Waitlist],GYFT,Male L         ,"University of California, San Diego",1477497669,1478932513
Berkeley Hacker [Waitlist],CTOA,Male XL        ,"University of California, Berkeley",1477497808,1477506153
Berkeley Hacker [Waitlist],SVVJ,Female S       ,"University of California, Berkeley",1477497809,1477497860
California Hacker,STKM,Male M         ,university of southern california,1477497930,1478916721
Berkeley Hacker [Waitlist],B0D2,Female L       ,"University of California, Berkeley",1477497958,1477498334
California Hacker,SQUJ,Male M         ,University of Southern California,1477498068,1478918925
Berkeley Hacker [Waitlist],HDLL,Female S       ,"University of California, Berkeley",1477498155,1477498270
Berkeley Hacker,EJQI,Male M         ,"University of California, Berkeley",1477498240,1478926595
California Hacker,NRQD,Male M         ,"Cal Poly, San Luis Obispo",1477498292,1477498470
Berkeley Hacker,NGRU,Male S         ,"University of California, Berkeley",1477498397,1478924677
Berkeley Hacker,LSGZ,Female S       ,"University of California, Berkeley",1477498538,1478927045
Berkeley Hacker [Waitlist],H7DO,Female M       ,"University of California, Berkeley",1477498650,1478932441
Berkeley Hacker,L8W6,Female M       ,"University of California, Berkeley",1477498804,1478925298
California Hacker [Waitlist],05PD,Male M         ,Stanford University,1477498948,1477499009
Berkeley Hacker [Waitlist],HTYU,Female L       ,"University of California, Berkeley",1477498952,1477499103
Berkeley Hacker [Waitlist],27B8,Female XS      ,"University of California, Berkeley",1477499177,1478932456
Berkeley Hacker [Waitlist],VY7S,Female S       ,"University of California, Berkeley",1477499254,1477502886
Berkeley Hacker [Waitlist],P1DP,Male M         ,"University of California, Berkeley",1477499419,1477500044
California Hacker,HJIH,Female M       ,University of Southern California ,1477499498,1477587552
Berkeley Hacker,LASP,Male L         ,"University of California, Berkeley",1477499890,1477500046
California Hacker [Waitlist],AR3W,Male L         ,"University of California, Davis",1477499933,1477500031
Berkeley Hacker [Waitlist],KJPC,Male M         ,"University of California, Berkeley",1477499998,1477500075
California Hacker,GYO2,Male L         ,"University of California, Davis",1477500063,1477500336
Berkeley Hacker [Waitlist],U7U1,Male M         ,"University of California, Berkeley",1477500078,1477500139
Berkeley Hacker [Waitlist],FJKM,Male S         ,"University of California, Berkeley",1477500141,1477500241
California Hacker,UAVN,Female S       ,University of Southern California,1477500203,1477500952
Berkeley Hacker,SFRF,Male M         ,"University of California, Berkeley",1477500274,1478927415
California Hacker,F3PX,Male M         ,"Cal Poly, San Luis Obispo",1477500322,1478923400
Berkeley Hacker [Waitlist],F5MS,Male S         ,"University of California, Berkeley",1477500472,1477500580
California Hacker,HSWD,Male M         ,"University of California, San Diego",1477500484,1478925904
Berkeley Hacker [Waitlist],4PEB,Female M       ,"University of California, Berkeley",1477500523,1478932658
Berkeley Hacker,MLUD,Male L         ,"University of California, Berkeley",1477500561,1478925235
Berkeley Hacker,BRYP,Male M         ,"University of California, Berkeley",1477500646,1477500749
Berkeley Hacker [Waitlist],ZO5T,Male XS        ,"University of California, Berkeley",1477500760,1477541334
Berkeley Hacker [Waitlist],F13T,Male M         ,"University of California, Berkeley",1477500804,1477500869
California Hacker,BFF1,Female XL      ,University of Southern California,1477500837,1478918476
Berkeley Hacker [Waitlist],UMF5,Male S         ,"University of California, Berkeley",1477500856,1477529541
Berkeley Hacker [Waitlist],5IBD,Female S       ,"University of California, Berkeley",1477500903,1477501261
Berkeley Hacker,W9NU,Female M       ,"University of California, Berkeley",1477500922,1477500965
Berkeley Hacker,BHWK,Male M         ,"University of California, Berkeley",1477501014,1477524964
Berkeley Hacker,NUXU,Female M       ,"University of California, Berkeley",1477501062,1477501127
Berkeley Hacker,IIAH,,"University of California, Berkeley",1477501186,1478924195
California Hacker,QMI0,Male L         ,"University of California, San Diego",1477501197,1477501412
California Hacker [Waitlist],IEEA,Female XS      ,"University of California, Davis",1477501238,1477501593
Berkeley Hacker,WWU6,Female M       ,"University of California, Berkeley",1477501334,1477501558
Berkeley Hacker,TDSM,Male M         ,"University of California, Berkeley",1477501372,1477501417
Berkeley Hacker [Waitlist],6APH,Male XL        ,"University of California, Berkeley",1477501484,1477505158
California Hacker [Waitlist],CB6W,Male S         ,Stanford University,1477501568,1477501653
Berkeley Hacker,ZVK0,,"University of California, Berkeley",1477501697,1478931345
Berkeley Hacker [Waitlist],JX9B,Female S       ,"University of California, Berkeley",1477501771,1477501843
Berkeley Hacker [Waitlist],M2QD,Male M         ,"University of California, Berkeley",1477501798,1478980446
Berkeley Hacker,2DOY,Male L         ,"University of California, Berkeley",1477501859,1478924080
Berkeley Hacker [Waitlist],3JCA,Female L       ,"University of California, Berkeley",1477501904,1478980501
California Hacker,LQUU,Female M       ,University of Southern California,1477501945,1477535227
Berkeley Hacker [Waitlist],58CI,,"University of California, Berkeley",1477501992,1477501992
California Hacker,4IXA,Female M       ,Santa Clara University ,1477515968,1478924052
Berkeley Hacker [Waitlist],EPM0,Male M         ,"University of California, Berkeley",1477502165,1477502236
Berkeley Hacker [Waitlist],1DIB,Female S       ,"University of California, Berkeley",1477502168,1477502395
Berkeley Hacker [Waitlist],XRBW,Female S       ,"University of California, Berkeley",1477502343,1477510343
Berkeley Hacker [Waitlist],M0XN,Male M         ,"University of California, Berkeley",1477502347,1477502389
Berkeley Hacker [Waitlist],GU5T,Male M         ,"University of California, Berkeley",1477502361,1477502414
California Hacker,RD8R,Male M         ,University of Southern California,1477502381,1478919057
Berkeley Hacker [Waitlist],ZSXR,Male S         ,"University of California, Berkeley",1477502401,1477502452
California Hacker [Waitlist],SAD1,Male XL        ,Stanford University,1477502640,1477502703
Berkeley Hacker [Waitlist],LMQK,Female S       ,"University of California, Berkeley",1477502661,1477502729
Berkeley Hacker [Waitlist],3AGM,Female S       ,"University of California, Berkeley",1477502854,1477502910
Berkeley Hacker [Waitlist],X8IU,Female M       ,"University of California, Berkeley",1477502982,1477503179
Berkeley Hacker [Waitlist],P98L,Male M         ,"University of California, Berkeley",1477502982,1477503982
Berkeley Hacker [Waitlist],K59W,,"University of California, Berkeley",1477503203,1477503203
California Hacker,AXZT,Male M         ,"University of California, San Diego",1477503312,1478925437
Berkeley Hacker [Waitlist],OIXL,Male M         ,"University of California, Berkeley",1477503538,1477503604
Berkeley Hacker,D1BX,Male XS        ,"University of California, Berkeley",1477503547,1477503647
Berkeley Hacker,RTEE,Male M         ,"University of California, Berkeley",1477503570,1478931148
California Hacker [Waitlist],PUD8,Male S         ,"University of California, Irvine",1477503680,1477503752
Berkeley Hacker [Waitlist],ANKN,,"University of California, Berkeley",1477503729,1477503729
Berkeley Hacker [Waitlist],JDZZ,Male M         ,"University of California, Berkeley",1477503733,1477503779
Berkeley Hacker [Waitlist],OUK1,,"University of California, Berkeley",1477503789,1477503789
Berkeley Hacker,4Y8D,Female S       ,"University of California, Berkeley",1477503797,1477504142
Berkeley Hacker [Waitlist],BN5C,Male S         ,"University of California, Berkeley",1477503805,1478932633
Berkeley Hacker,ZW0T,Male L         ,"University of California, Berkeley",1477503857,1478924304
Berkeley Hacker [Waitlist],Y7U5,Female M       ,"University of California, Berkeley",1477503940,1477504781
Berkeley Hacker [Waitlist],Q90Y,Female M       ,"University of California, Berkeley",1477503967,1477504060
Berkeley Hacker [Waitlist],7R5R,Male M         ,"University of California, Berkeley",1477504254,1477504308
Berkeley Hacker,SXCV,Male M         ,"University of California, Berkeley",1477504327,1478932648
California Hacker [Waitlist],F7W9,Female S       ,"University of California, Los Angeles",1477504458,1477504637
Berkeley Hacker,3IFM,Male M         ,"University of California, Berkeley",1477504550,1477504603
California Hacker,WWS8,Male M         ,Sacramento State,1478311636,1478982611
Berkeley Hacker [Waitlist],PFOI,Male L         ,"University of California, Berkeley",1477504611,1477504785
Berkeley Hacker,L16D,Male M         ,"University of California, Berkeley",1477504687,1477504856
Berkeley Hacker,D8SB,Male M         ,"University of California, Berkeley",1477505068,1478923132
Berkeley Hacker,HKVI,Male M         ,"University of California, Berkeley",1477505102,1477505140
Berkeley Hacker [Waitlist],WOEB,Female S       ,"University of California, Berkeley",1477505139,1477505199
Berkeley Hacker,L00W,Male M         ,"University of California, Berkeley",1477505351,1478130763
Berkeley Hacker [Waitlist],JPW7,Female S       ,"University of California, Berkeley",1477505363,1477505413
California Hacker,AUCN,Male M         ,"University of California, Berkeley",1477505526,1478919384
Berkeley Hacker [Waitlist],E6YG,Male L         ,"University of California, Berkeley",1477505574,1478932636
Berkeley Hacker [Waitlist],DRMX,Male S         ,"University of California, Berkeley",1477505644,1477505719
California Hacker,CB27,Female S       ,"University of California, Los Angeles",1477505781,1477515226
Berkeley Hacker,4UZG,Male M         ,"University of California, Berkeley",1477506026,1478927997
California Hacker [Waitlist],6K3Y,Male M         ,"University of California, Davis",1477506031,1478921569
California Hacker,WV5D,Male L         ,San Francisco State University,1477506253,1478919073
California Hacker [Waitlist],J5DI,Male L         ,"University of California, Berkeley ",1477506318,1478922335
California Hacker,PGN8,Male M         ,Make School,1477506390,1478920109
Berkeley Hacker [Waitlist],JUGG,Male M         ,"University of California, Berkeley",1477506399,1478963947
California Hacker,VKEB,Female S       ,"University of California, Davis",1477506400,1478921391
Berkeley Hacker,2HMR,Female L       ,"University of California, Berkeley",1477506555,1477506627
Berkeley Hacker,8APM,Male M         ,"University of California, Berkeley",1477506929,1477507001
Berkeley Hacker [Waitlist],0J8I,Female S       ,"University of California, Berkeley",1477506932,1477507010
California Hacker [Waitlist],8UXP,Female S       ,Stanford University,1477507008,1478921635
Berkeley Hacker,MEUE,,"University of California, Berkeley",1477507075,1477507075
Berkeley Hacker,ZK8W,Female S       ,"University of California, Berkeley",1477507206,1478933341
Berkeley Hacker,GELM,Male L         ,"University of California, Berkeley",1477507294,1478924568
Berkeley Hacker [Waitlist],BPZ3,,"University of California, Berkeley",1477507323,1477507323
Berkeley Hacker [Waitlist],KZLB,Male M         ,"University of California, Berkeley",1477507737,1477507900
Berkeley Hacker,99C8,Male M         ,"University of California, Berkeley",1477507771,1477507832
Berkeley Hacker,UKFL,Male M         ,"University of California, Berkeley",1477507845,1477508074
California Hacker,8F98,Male M         ,Stanford University,1477508031,1477508205
Berkeley Hacker [Waitlist],Z2UD,Female M       ,"University of California, Berkeley",1477508152,1477508275
Berkeley Hacker [Waitlist],AC89,Male L         ,"University of California, Berkeley",1477508313,1478932858
Berkeley Hacker [Waitlist],BASL,Male M         ,"University of California, Berkeley",1477508347,1477508401
Berkeley Hacker [Waitlist],YBR6,Male M         ,"University of California, Berkeley",1477508370,1478941117
Berkeley Hacker [Waitlist],KSXO,Male S         ,"University of California, Berkeley",1477508401,1477508456
California Hacker,KW4M,Female S       ,"University of California, Davis",1477508548,1477508739
Berkeley Hacker [Waitlist],JB0O,Male S         ,"University of California, Berkeley",1477508612,1477508675
California Hacker,O47A,Male XL        ,"University of California, davis",1477508615,1478921514
California Hacker,WBUU,Male M         ,Stanford University,1477508674,1478922272
California Hacker [Waitlist],SO26,Female L       ,San Jose State University,1477508844,1477509925
Berkeley Hacker,XZMP,Female S       ,"University of California, Berkeley",1477508916,1478925062
California Hacker,M0QB,Male M         ,"University of California, San Diego",1477508938,1478925863
California Hacker,VFU0,Male M         ,American River College,1477508941,1478921377
Berkeley Hacker,Q1DG,Male M         ,"University of California, Berkeley",1477509045,1478924647
California Hacker [Waitlist],DFDW,Male L         ,San Jose Sate University,1477509193,1477509770
California Hacker,QFOW,Male M         ,"University of California, Santa Cruz",1477509345,1478889097
Berkeley Hacker [Waitlist],UF8A,Male M         ,"University of California, Berkeley",1477509548,1477509620
Berkeley Hacker,NCXX,Male L         ,"University of California, Berkeley",1477509687,1477509764
Berkeley Hacker [Waitlist],ZPHW,Male L         ,"University of California, Berkeley",1477509725,1478903829
Berkeley Hacker [Waitlist],5QIE,Female S       ,"University of California, Berkeley",1477509785,1477509963
California Hacker,NG3N,Female M       ,"University of California, Merced",1477509876,1477509972
Berkeley Hacker,3CO6,Male M         ,"University of California, Berkeley",1477509901,1478926997
California Hacker [Waitlist],TS6Y,Male M         ,San Jose State University,1477509919,1477510077
California Hacker [Waitlist],DZB7,Male M         ,University of Southern California,1477509959,1478922479
Berkeley Hacker [Waitlist],FG0O,Male L         ,"University of California, Berkeley",1477510082,1477510165
California Hacker,IHNG,Male XL        ,"University of California, Merced ",1477510170,1478926399
California Hacker [Waitlist],RDEU,Male L         ,"University of California, Davis",1477510704,1477681314
California Hacker,OHE4,Male M         ,"University of California, Davis ",1477510834,1478921466
California Hacker,ENPT,Male L         ,Sierra College,1477510847,1478921171
California Hacker [Waitlist],TTDO,Female S       ,"University of California, Berkeley",1477511583,1477511775
Berkeley Hacker,DPBG,Male S         ,"University of California, Berkeley",1477511776,1477890669
Berkeley Hacker,8QOH,Male XL        ,"University of California, Berkeley",1477511841,1478923447
California Hacker [Waitlist],9KBE,Male L         ,"University of California, Irvine",1477512004,1478919161
California Hacker [Waitlist],RUSJ,Male L         ,"University of California, Davis",1477512056,1477544827
Berkeley Hacker,F7K6,Male M         ,"University of California, Berkeley",1477512283,1477512484
Berkeley Hacker,VFAR,Male M         ,"University of California, Berkeley",1477512352,1478925995
Berkeley Hacker [Waitlist],XD1G,Male M         ,"University of California, Berkeley",1477512412,1477513732
Berkeley Hacker,EPKF,Female S       ,"University of California, Berkeley",1477512423,1478928503
Berkeley Hacker [Waitlist],G9AQ,Female XL      ,"University of California, Berkeley",1477512428,1477512499
Berkeley Hacker [Waitlist],QLL7,Male M         ,"University of California, Berkeley",1477512469,1477512533
Berkeley Hacker [Waitlist],RRXJ,Male M         ,"University of California, Berkeley",1477512527,1477512577
Berkeley Hacker,OCSW,Female S       ,"University of California, Berkeley",1477512545,1478925882
Berkeley Hacker,LIKB,Male L         ,"University of California, Berkeley",1477512877,1478925158
Berkeley Hacker,IBNT,Male M         ,"University of California, Berkeley",1477512901,1478926985
Berkeley Hacker,BMXD,Male S         ,"University of California, Berkeley",1477513015,1477513066
California Hacker,VZ5W,Female XS      ,University of Southern California,1477513599,1478918812
California Hacker,M8GD,Male L         ,"University of California, San Diego",1477513639,1478925752
California Hacker,AECB,Female M       ,"University of California, Davis",1477513749,1477513863
Berkeley Hacker [Waitlist],XSWH,Female S       ,"University of California, Berkeley",1477513873,1477513934
California Hacker,P0CX,Male M         ,,1477513910,1478919085
Berkeley Hacker,WG8V,Male M         ,"University of California, Berkeley",1477514046,1478923855
California Hacker,JD6V,Male L         ,"University of California, Santa Barbara",1477514300,1478927267
Berkeley Hacker,EJLW,Male XL        ,"University of California, Berkeley",1477514330,1478925932
Berkeley Hacker,VLTV,Male M         ,"University of California, Berkeley",1477514408,1479005647
Berkeley Hacker [Waitlist],7NY3,Male M         ,"University of California, Berkeley",1477514578,1478932423
Berkeley Hacker,ZFV8,Female S       ,"University of California, Berkeley",1477514735,1478926925
California Hacker [Waitlist],CF6O,Male M         ,"University of California, San Diego",1477514766,1477514832
California Hacker,C3ZU,Male XL        ,"University of California, Davis",1477515109,1477515216
Berkeley Hacker,B6ME,Male M         ,"University of California, Berkeley",1477515458,1477515569
California Hacker [Waitlist],H7OQ,Female L       ,San Diego State University,1477515504,1477515720
Sponsor Representative,7XYB,Female M       ,,1477515662,1478922760
Sponsor Representative,UO5C,Male M         ,,1477515758,1478922775
Sponsor Representative,BDMF,Male L         ,,1477515806,1478922770
Sponsor Representative,W9JE,Male M         ,,1477515907,1477515924
Volunteer,VDOJ,Female S       ,,1478465728,1478922951
California Hacker [Waitlist],V5H9,Male M         ,"University of California, Davis",1477516026,1477516213
Berkeley Hacker [Waitlist],YUYH,Male S         ,"University of California, Berkeley",1477516044,1477519632
California Hacker,2IUW,Male M         ,Minerva,1477516141,1478929518
Berkeley Hacker [Waitlist],WZJE,Female M       ,"University of California, Berkeley",1477516271,1478987115
Berkeley Hacker [Waitlist],DPHP,Male L         ,"University of California, Berkeley",1477516301,1477516696
California Hacker,OKUF,Male M         ,"University of California, Los Angeles",1477516433,1477516522
California Hacker,ADSV,Female M       ,"University of California, Los Angeles",1477516627,1477516766
Berkeley Hacker,5UDC,Male M         ,"University of California, Berkeley",1477516652,1478929459
California Hacker [Waitlist],GRM5,Male M         ,Stanford University,1477516722,1477516830
California Hacker,PD3V,Male L         ,San Diego State University University,1477516788,1478925812
Berkeley Hacker [Waitlist],DIJS,,"University of California, Berkeley",1477516880,1477516892
California Hacker,EESK,Male M         ,"University of California, Davis",1477516907,1477517209
California Hacker,UVOQ,Male M         ,"University of California, Merced",1477516991,1478925378
California Hacker,CKIF,Male L         ,University of Southern California,1477517040,1478918831
Berkeley Hacker [Waitlist],JFQB,Male M         ,"University of California, Berkeley",1477517488,1477517544
Berkeley Hacker,VK4B,Female XS      ,"University of California, Berkeley",1477518233,1477518299
Berkeley Hacker [Waitlist],AKYA,Male M         ,"University of California, Berkeley",1477518234,1477518640
Berkeley Hacker,P6OX,Male S         ,"University of California, Berkeley",1477518432,1478924906
California Hacker,0K4F,Female S       ,University of Southern California,1477518461,1478918473
California Hacker,VM9I,Male M         ,Stanford University,1477518813,1477531305
California Hacker,GLBY,Male S         ,,1477519146,1477519196
California Hacker [Waitlist],JGOW,Male M         ,"University of California, San Diego",1477519383,1477519480
California Hacker,DVKG,Male S         ,University of Southern California,1477519663,1477519767
California Hacker [Waitlist],O5YV,Male M         ,,1477519777,1477529146
California Hacker [Waitlist],5ZOD,Male XL        ,University of Southern California,1477519836,1477519915
Berkeley Hacker,PTS0,Female M       ,"University of California, Berkeley",1477519944,1477520219
Berkeley Hacker,GFER,Male M         ,"University of California, Berkeley",1477520255,1478925967
Berkeley Hacker [Waitlist],VV4B,Female S       ,"University of California, Berkeley",1477520301,1477520400
Berkeley Hacker [Waitlist],S6YE,Female S       ,"University of California, Berkeley",1477520391,1477520452
Berkeley Hacker,AF7W,Male M         ,"University of California, Berkeley",1477520443,1477520484
California Hacker,AJJY,Male M         ,Stanford University,1477520474,1478922212
California Hacker,MZSV,Male M         ,San Jose State University,1477520667,1478923565
California Hacker,9R04,Female L       ,"University of California, Davis",1477520729,1478921376
Berkeley Hacker,EY2Y,Female S       ,"University of California, Berkeley",1477520759,1477520824
Berkeley Hacker [Waitlist],UMZP,Male M         ,"University of California, Berkeley",1477520806,1477520868
California Hacker,S0NK,Female M       ,University of Southern California,1477520867,1478918278
Berkeley Hacker,TL0F,Female S       ,"University of California, Berkeley",1477521065,1478924035
Berkeley Hacker [Waitlist],LFJG,Male M         ,"University of California, Berkeley",1477521066,1477521167
Berkeley Hacker,PKEK,Female M       ,"University of California, Berkeley",1477521068,1477521204
Volunteer,2ZQK,Male M         ,,1478488545,1479019128
Berkeley Hacker [Waitlist],ARH4,Male S         ,"University of California, Berkeley",1477521253,1477521409
California Hacker,HZL0,Male M         ,Stanford University,1477521321,1478921981
California Hacker,RTNT,Male M         ,"University of California, Santa Cruz",1477521378,1478923760
Berkeley Hacker,9SW1,Female S       ,"University of California, Berkeley",1477521469,1477521533
California Hacker,TVTD,Male L         ,"University of California, San Diego",1477521478,1478643967
California Hacker [Waitlist],3HKL,Male M         ,University of Southern California,1477521632,1477521680
California Hacker,JKCB,Male M         ,University of Southern California,1477521682,1477521779
Berkeley Hacker [Waitlist],ZPHV,Male M         ,"University of California, Berkeley",1477521791,1478971434
California Hacker [Waitlist],XLLM,Male M         ,"University of California, Davis",1477522338,1477522686
Berkeley Hacker [Waitlist],KDCR,Male L         ,"University of California, Berkeley",1477522543,1477522616
Berkeley Hacker [Waitlist],PDVY,Male M         ,"University of California, Berkeley",1477522635,1478932350
Berkeley Hacker [Waitlist],KV1V,Male L         ,"University of California, Berkeley",1477522660,1478931186
Berkeley Hacker [Waitlist],V8L0,Male XL        ,"University of California, Berkeley",1477522708,1477522793
California Hacker,KVLT,Male M         ,University of Southern California,1477523037,1477523109
Berkeley Hacker [Waitlist],YU7S,,"University of California, Berkeley",1477523643,1477523643
Berkeley Hacker,IRV2,Male L         ,"University of California, Berkeley",1477523921,1477524119
Berkeley Hacker,GP5X,Male M         ,"University of California, Berkeley",1477523960,1477524125
California Hacker,ONGN,Male M         ,"University of California, Los Angeles",1477524063,1478927419
Berkeley Hacker,LLAV,Female S       ,"University of California, Berkeley",1477524099,1478924649
Berkeley Hacker,NAYP,Male L         ,"University of California, Berkeley",1477524115,1478925437
California Hacker,LGRQ,Male S         ,University of Southern California,1477524320,1478324722
Berkeley Hacker [Waitlist],BC8Y,Male S         ,"University of California, Berkeley",1477524460,1477528526
Berkeley Hacker [Waitlist],KDZD,,"University of California, Berkeley",1477524470,1477524483
Berkeley Hacker,EM09,Male L         ,"University of California, Berkeley",1477524750,1478924115
Berkeley Hacker,V7AX,Male M         ,"University of California, Berkeley",1477524876,1478980527
Berkeley Hacker,SMXK,Male M         ,"University of California, Berkeley",1477524955,1478928758
Berkeley Hacker [Waitlist],OMRC,Male M         ,"University of California, Berkeley",1477524956,1477525025
Berkeley Hacker [Waitlist],EK3T,,"University of California, Berkeley",1477525400,1477525400
Berkeley Hacker [Waitlist],OSAB,Male S         ,"University of California, Berkeley",1477525836,1478929888
California Hacker,D2AQ,Male M         ,Norco College,1477526173,1477526269
Berkeley Hacker [Waitlist],LGEY,,"University of California, Berkeley",1477526278,1477526278
California Hacker,8PUD,Male L         ,"University of California, - Los Angeles",1477526288,1477526859
California Hacker [Waitlist],2CEH,,,1477526388,1477526388
California Hacker,VBMC,Male M         ,"University of California, San Diego",1477526392,1478925512
Berkeley Hacker,EXSY,Male L         ,"University of California, Berkeley",1477526502,1477526589
Berkeley Hacker,CKML,,"University of California, Berkeley",1477526828,1477526845
Berkeley Hacker,SSQJ,Male L         ,"University of California, Berkeley",1477527073,1478928142
Berkeley Hacker,PZOB,Male M         ,"University of California, Berkeley",1477527121,1477527229
Berkeley Hacker,WVTU,Male M         ,"University of California, Berkeley",1477527233,1478927025
Berkeley Hacker [Waitlist],XTFA,Male M         ,"University of California, Berkeley",1477527285,1477527368
Berkeley Hacker [Waitlist],ZNT9,Male M         ,"University of California, Berkeley",1477527309,1477529215
Berkeley Hacker [Waitlist],XUDI,Female M       ,"University of California, Berkeley",1477527461,1477527522
Berkeley Hacker,LZEX,Male M         ,"University of California, Berkeley",1477527484,1478926675
Berkeley Hacker [Waitlist],JDDA,Male L         ,"University of California, Berkeley",1477527597,1477527733
California Hacker [Waitlist],DTVR,Male L         ,"University of California, Irvine",1477527725,1478371745
California Hacker,FSK8,Female S       ,California State Fullerton,1477527757,1478927313
Berkeley Hacker [Waitlist],3ZI2,Male L         ,"University of California, Berkeley",1477527885,1477527971
Berkeley Hacker,NDXL,Male M         ,"University of California, Berkeley",1477528101,1478938334
California Hacker,TNAP,Male M         ,Stanford University,1477528655,1477528724
Berkeley Hacker [Waitlist],QJ3X,Male S         ,"University of California, Berkeley",1477529469,1478764859
California Hacker,MOWX,Male L         ,"University of California, Irvine",1477529536,1477529595
Berkeley Hacker,KTPC,Male M         ,"University of California, Berkeley",1477530409,1477530472
Berkeley Hacker,50YV,Male M         ,"University of California, Berkeley",1477530890,1478925244
Berkeley Hacker,MBLG,Female L       ,"University of California, Berkeley",1477531626,1478924295
Berkeley Hacker,0B4P,Male M         ,"University of California, Berkeley",1477531880,1478985786
California Hacker [Waitlist],BRUQ,Male M         ,"University of California, Merced",1477532362,1478917943
California Hacker,ZDDY,Male M         ,University of Southern California,1477532402,1477532493
Berkeley Hacker,F25C,Male L         ,"University of California, Berkeley",1477532711,1478926845
California Hacker,DFNO,Male M         ,"University of California, Irvine",1477532730,1478918543
Berkeley Hacker,STXC,Female S       ,"University of California, Berkeley",1477533190,1478924947
Berkeley Hacker [Waitlist],DQ7M,Female XS      ,"University of California, Berkeley",1477533549,1477533717
California Hacker [Waitlist],NMM6,Male M         ,"University of California, Davis",1477534556,1478929838
Berkeley Hacker,EARM,Male S         ,"University of California, Berkeley",1477534841,1477534904
Berkeley Hacker [Waitlist],MI5M,Male S         ,"University of California, Berkeley",1477535387,1477535507
California Hacker [Waitlist],VBAZ,Male M         ,"University of California, Los Angeles",1477535715,1477546052
California Hacker,QDLA,Male M         ,University of Southern California,1477535795,1478918503
California Hacker,SC93,Male L         ,"California State University, Monterey Bay",1477536332,1478922241
Berkeley Hacker [Waitlist],5DHB,,"University of California, Berkeley",1477536680,1477536680
California Hacker,4J9O,Female L       ,University of Southern California,1477537007,1477537071
Berkeley Hacker [Waitlist],AY93,Male M         ,"University of California, Berkeley",1477537393,1477537449
California Hacker,4FST,Male XL        ,"University of California, Davis",1477537472,1478921474
California Hacker,EDFG,Male M         ,University of Southern California,1477538205,1477538304
California Hacker [Waitlist],S8QD,Female XS      ,University of Southern California,1477538363,1477538711
California Hacker,WOLG,Male M         ,University of Southern California,1477538431,1478918458
Berkeley Hacker [Waitlist],RUOU,Female M       ,"University of California, Berkeley",1477538453,1477538534
Berkeley Hacker,GS5S,Male M         ,"University of California, Berkeley",1477539123,1478926960
Berkeley Hacker,MX2Y,Male M         ,"University of California, Berkeley",1477539790,1478929310
Berkeley Hacker,RLQ1,Male L         ,"University of California, Berkeley",1477540349,1478926948
Berkeley Hacker [Waitlist],GZLU,Male L         ,"University of California, Berkeley",1477540472,1477540571
Berkeley Hacker,0E8Q,Male M         ,"University of California, Berkeley",1477540517,1478928162
Berkeley Hacker [Waitlist],BTHJ,,"University of California, Berkeley",1477541437,1477541447
California Hacker,F9Z6,Male M         ,Make School,1477541706,1478919565
California Hacker,K6MM,Male S         ,"University of California, San Diego",1477542132,1477542217
Berkeley Hacker,RCTC,Female M       ,"University of California, Berkeley",1477542460,1478929541
Berkeley Hacker [Waitlist],EPRG,Male XS        ,"University of California, Berkeley",1477542472,1477543941
Berkeley Hacker,QYUG,Male L         ,"University of California, Berkeley",1477543124,1477931760
Berkeley Hacker,QIRP,,"University of California, Berkeley",1477543158,1478924540
Berkeley Hacker [Waitlist],ZMS2,Male S         ,"University of California, Berkeley",1477543604,1477543663
Berkeley Hacker,WZ76,,"University of California, Berkeley",1477543972,1477543972
Berkeley Hacker,WDN7,,"University of California, Berkeley",1477543982,1477543982
Berkeley Hacker,LJ2U,,"University of California, Berkeley",1477543982,1477543982
Berkeley Hacker,MRBG,,"University of California, Berkeley",1477543983,1477543983
Berkeley Hacker,BGXW,Male S         ,"University of California, Berkeley",1477543984,1477967573
Berkeley Hacker,HR5L,Male L         ,"University of California, Berkeley",1477544016,1478925323
Berkeley Hacker,ZEVR,Male XS        ,"University of California, Berkeley",1477544020,1478926077
Berkeley Hacker,Q7MM,Female S       ,"University of California, Berkeley",1477544022,1478924348
Berkeley Hacker,HYG6,Male M         ,"University of California, Berkeley",1477544038,1478925354
Berkeley Hacker,AZLS,Female M       ,"University of California, Berkeley",1477544049,1478024194
Berkeley Hacker,QZIE,,"University of California, Berkeley",1477544051,1478925402
Berkeley Hacker,MQ7K,Male L         ,"University of California, Berkeley",1477544051,1478997424
Berkeley Hacker,R8IZ,Male L         ,"University of California, Berkeley",1477544053,1478929881
