ticket_type,order_ref,shirt_size,school,checkin_first,checkin_last
Sponsor Representative,XGI6,Female S       ,,1477419329,1478917011
California Hacker,KFYT,,,1477460202,1478765358
Sponsor Representative,1L2U,Male M         ,,1477353545,1478917871
Sponsor Representative,NLEI,Female S       ,,1477365804,1477365826
Sponsor Representative,NLEI,Male M         ,,1477365804,1477365849
Sponsor Representative,NLEI,Male M         ,,1477365804,1478920266
Sponsor Representative,KYOB,,,1478202412,1478202833
California Hacker,RNV4,Male L         ,Miramar College,1477502431,1478925907
Berkeley Hacker,CQ5R,Female S       ,"University of California, Berkeley",1477507167,1478925195
Volunteer,6GQD,Female M       ,,1478591206,1478991885
Berkeley Hacker,TNOL,,"University of California, Berkeley",1477546337,1478924037
Berkeley Hacker [Waitlist],DXBM,,"University of California, Berkeley",1477547486,1477547486
California Hacker,LX1Y,,,1477601363,1477601363
Sponsor Representative,WG1V,Male L         ,,1477386279,1477386324
California Hacker,EQTN,,,1478038311,1478038311
Sponsor Representative,1DGO,Male M         ,,1477386983,1479003200
Sponsor Representative,ELWW,Male M         ,,1478110646,1478917916
Sponsor Representative,DKGI,Male M         ,,1477410006,1478918426
Volunteer,DKQP,Male L         ,,1478465788,1478922975
Sponsor Representative,Y3BK,Female S       ,,1477318472,1478918651
Sponsor Representative,Y3BK,Male M         ,,1477318472,1478918681
Sponsor Representative,Y3BK,Male M         ,,1477318472,1478918816
Sponsor Representative,Y3BK,Male M         ,,1477318472,1478918832
Sponsor Representative,Y3BK,,,1477318472,1477318987
Sponsor Representative,Y3BK,Male L         ,,1477318472,1478918806
Sponsor Representative,KQT0,Male L         ,,1477337017,1478915886
Sponsor Representative,YODP,Male L         ,,1477348089,1478916921
Sponsor Representative,LRUY,,,1477348340,1478856258
Sponsor Representative,LRUY,,,1477348340,1477348340
Sponsor Representative,LRUY,,,1477348340,1477348340
Sponsor Representative,UAZ0,,,1477348521,1477348521
Sponsor Representative,UAZ0,,,1477348521,1477348521
Sponsor Representative,LK40,Female XS      ,,1477348978,1478918982
Sponsor Representative,LK40,Female S       ,,1477348978,1477351944
Berkeley Hacker,IUPR,,"University of California, Berkeley",1477544848,1477544848
California Hacker,U8RQ,,,1477759004,1477759028
Sponsor Representative,Q2EU,,,1478743556,1478745073
Berkeley Hacker,KTNO,Male M         ,"University of California, Berkeley",1478556894,1478930499
Berkeley Hacker,JYFL,Male M         ,"University of California, Berkeley",1478556908,1478556961
Berkeley Hacker,ZXQS,,"University of California, Berkeley",1478556991,1478556991
Berkeley Hacker,BKEK,Male S         ,"University of California, Berkeley",1478557046,1478927022
Berkeley Hacker,92AO,Female M       ,"University of California, Berkeley",1478557632,1478924784
Berkeley Hacker,BL7A,Male XL        ,"University of California, Berkeley",1478557725,1478558494
Berkeley Hacker [Waitlist],QLSI,Female XS      ,"University of California, Berkeley",1478557766,1478932566
Berkeley Hacker [Waitlist],HKXF,Female S       ,"University of California, Berkeley",1478557994,1478932365
Sponsor Representative,X7OX,Male L         ,,1478558226,1478970579
Sponsor Representative,N1SQ,Male L         ,,1478558259,1478558286
Berkeley Hacker,29HA,Male M         ,"University of California, Berkeley",1478558514,1478558862
Berkeley Hacker,YISH,Male M         ,"University of California, Berkeley",1478558786,1478924772
Berkeley Hacker,RYWE,Female M       ,"University of California, Berkeley",1478558842,1478924793
Sponsor Representative,1IJT,Female L       ,,1478558868,1478915740
Volunteer,ZBMW,Male L         ,,1478559463,1478923000
Sponsor Representative,JDSB,,,1478559742,1478559993
Sponsor Representative,JDSB,Male S         ,,1478559742,1478560550
Sponsor Representative,JDSB,Male L         ,,1478559742,1478562804
Sponsor Representative,JDSB,Male L         ,,1478559742,1478927808
Sponsor Representative,JDSB,,,1478559742,1478916251
Out of State Hacker [Reimbursement],LMKG,Male L         ,YU,1478560393,1478997763
Berkeley Hacker,EBQT,Female S       ,"University of California, Berkeley",1478560621,1478938818
Berkeley Hacker,6C0W,Female S       ,"University of California, Berkeley",1478560978,1478561087
Berkeley Hacker,BTQY,Female S       ,"University of California, Berkeley",1478561124,1478925133
Berkeley Hacker [Waitlist],QIUO,,"University of California, Berkeley",1478562132,1478562132
Volunteer,1AMM,Male M         ,,1478465904,1478908662
General Admit,GW8G,,,1478923236,1478923272
California Hacker,2ATD,Male XL        ,"University of California, Santa Cruz",1477459969,1478996888
California Hacker,QIYA,Male XL        ,"University of California, Merced",1477459981,1477695360
California Hacker [Waitlist],SKDK,Female S       ,University of Southern California ,1477459982,1477460038
California Hacker [Waitlist],QKYN,Female S       ,University of Southern California,1477459986,1478922542
California Hacker [Waitlist],CNJH,Male M         ,San Jose State University,1477459991,1478923742
California Hacker,IRXR,Male M         ,University of Southern California,1477459995,1478919068
California Hacker [Waitlist],ZKGY,Male S         ,"University of California, San Diego",1477459995,1478927532
California Hacker [Waitlist],0RSD,Male M         ,"University of California, Davis",1477460003,1477460075
California Hacker [Waitlist],FG3B,Male L         ,"University of California, Los Angeles",1477460006,1477460087
California Hacker [Waitlist],3SDK,Male M         ,"University of California, Los Angeles",1477460007,1477460042
California Hacker [Waitlist],IK3I,Male M         ,"University of California, San Diego",1477460007,1477460186
California Hacker [Waitlist],1MMQ,Male M         ,University of Southern California,1477460010,1478922422
California Hacker [Waitlist],HWUR,Male M         ,"University of California, Santa Cruz",1477460014,1478923777
California Hacker,5ABD,Male S         ,"University of California, Santa Cruz",1477460015,1478923550
California Hacker,KITU,Female M       ,De Anza College,1477460015,1478921700
California Hacker [Waitlist],WCP2,Male L         ,"University of California, Merced",1477460016,1477460129
California Hacker,408A,Male L         ,"University of California, Los Angeles",1477460016,1478927329
California Hacker [Waitlist],X7CD,Male S         ,"University of California, Santa Cruz",1477460019,1478923295
California Hacker [Waitlist],JH1L,Male M         ,"University of California, Santa Barbara",1477460024,1477460107
California Hacker,STHD,Male M         ,San Jose State University,1477460027,1478924713
California Hacker [Waitlist],XMPL,Male M         ,University of Southern California,1477460028,1478922367
California Hacker [Waitlist],NVQN,Male XL        ,San Jose State University,1477460028,1477460140
California Hacker,4RTB,Female S       ,"University of California, Santa Cruz",1477460031,1477460200
California Hacker [Waitlist],AYMM,Male M         ,"University of California, Santa Cruz",1477460039,1477460746
California Hacker,A7EO,Male L         ,"University of California, San Diego",1477460039,1478303338
California Hacker [Waitlist],TBQX,Male M         ,"University of California, Los Angeles",1477460040,1477460143
California Hacker [Waitlist],QBGY,Male M         ,"University of California, Santa Barbara",1477460043,1477460263
California Hacker [Waitlist],K9YI,,,1477460044,1477460061
California Hacker,OKTN,Male M         ,Fullerton College,1477460046,1477460186
California Hacker [Waitlist],TLOK,Male S         ,"University of California, Los Angeles",1477460046,1477460518
California Hacker [Waitlist],9RKB,Female XS      ,"University of California, Santa Cruz",1477460048,1477460192
California Hacker [Waitlist],DK0O,Male L         ,"University of California, Irvine",1477460049,1477460155
California Hacker [Waitlist],ICGT,Male S         ,"University of California, - Davis",1477460050,1478921629
California Hacker [Waitlist],ZZX7,Male S         ,Stanford University,1477460054,1477460167
California Hacker [Waitlist],H0SA,Male L         ,University of Southern California,1477460062,1477460295
California Hacker,Q9DX,Female S       ,University of Southern California,1477460070,1478918314
California Hacker [Waitlist],X4F0,Male M         ,"University of California, Santa Cruz",1477460071,1478923230
California Hacker [Waitlist],KK68,Male L         ,University of Southern California,1477460073,1477460219
California Hacker [Waitlist],5O0L,Female M       ,"University of California, Los Angeles",1477460080,1477460141
California Hacker,TLWK,Female S       ,"University of California, Irvine",1477460085,1478918811
California Hacker,DDWR,Male M         ,"California State University, Long Beach",1477460088,1478927258
California Hacker [Waitlist],JGTM,Male L         ,San Jose State University,1477460091,1477460170
California Hacker [Waitlist],86DG,Male XL        ,San Jose State University,1477460095,1477510338
California Hacker,2KW3,Male S         ,Stanford University,1477460096,1477460263
California Hacker [Waitlist],6ZHV,Male M         ,"University of California, San Diego",1477460100,1477460228
California Hacker [Waitlist],ZF74,Male S         ,"University of California, San Diego",1477460103,1477460251
California Hacker,OQN5,Male L         ,University of Southern California,1477460110,1478919133
California Hacker,TEFO,Male L         ,University of Southern California,1477460110,1478919181
California Hacker,C4QA,Male M         ,University of Southern California,1477460113,1477460256
California Hacker,ZL39,Female M       ,"University of California, Irvine",1477460115,1477460282
California Hacker,3NZF,Male M         ,"University of California, Berkeley",1477460118,1479001299
California Hacker,ZZZL,Male M         ,"University of California, San Diego",1477460122,1478925692
California Hacker [Waitlist],9UGK,Male M         ,University of Southern California,1477460122,1478922540
California Hacker,0IOM,Male L         ,San Jose State University ,1477460122,1478923241
California Hacker [Waitlist],E1D9,Male L         ,"University of California, Santa Cruz",1477460124,1477460210
California Hacker [Waitlist],WWAB,Male M         ,"University of California, San Diego",1477460126,1477460374
California Hacker [Waitlist],DDL7,Female S       ,"University of California, San Diego",1477460126,1478993787
California Hacker [Waitlist],0DLR,Female S       ,"University of California, Irvine ",1477460128,1478920204
California Hacker [Waitlist],9UWD,Male M         ,University of Southern California,1477460135,1477460295
California Hacker [Waitlist],AHDL,Male S         ,"University of California, Santa Cruz",1477460139,1478923232
California Hacker [Waitlist],CD3Y,Male XL        ,"University of California, Santa Barbara",1477460142,1477460211
California Hacker,6HID,Male M         ,University of Southern California,1477460143,1478919103
California Hacker [Waitlist],VRBD,Male S         ,"University of California, Los Angeles",1477460145,1478927492
California Hacker [Waitlist],6RFM,,,1477492797,1477492797
California Hacker [Waitlist],E28G,Male M         ,"University of California,: Los Angeles",1477460147,1477460310
California Hacker [Waitlist],RFI3,Male S         ,University of Southern California,1477460151,1478922511
California Hacker,JKHC,Male M         ,HCC,1477460155,1478921670
California Hacker,OPAM,Female S       ,"University of California, San Diego",1477460156,1477460662
California Hacker,CDPM,Male M         ,University of Southern California,1477460157,1478918918
California Hacker,IZCX,Male M         ,"The University of California, San Diego",1477460157,1478925652
California Hacker,PGAT,Female S       ,Stanford University,1477460158,1478922205
California Hacker,DBBA,Male XL        ,"University of California, Los Angeles",1477460161,1477460513
California Hacker,QB5H,Male XS        ,Minerva Schools,1477460163,1478929218
California Hacker [Waitlist],DBTG,Male M         ,University of Southern California,1477460163,1477460271
California Hacker,7JEO,Female S       ,De Anza College,1477460164,1477460243
California Hacker [Waitlist],GYVP,Male L         ,University of Southern California,1477460166,1477460299
California Hacker,DHET,Female S       ,"University of California, San Diego",1477460167,1478925842
California Hacker [Waitlist],PQKH,Male L         ,University of Southern California,1477460171,1478922553
California Hacker,VTBD,Male S         ,University of Southern California,1477460171,1477460592
California Hacker [Waitlist],VVYU,Male XL        ,"University of California, Irvine",1477460173,1477460271
California Hacker [Waitlist],OB1D,Male M         ,University of Southern California,1477460173,1478922361
California Hacker,PGKT,Male S         ,"University of California, Berkeley",1477460175,1477460276
California Hacker [Waitlist],TB2H,Male S         ,Stanford University,1477460182,1478921865
California Hacker [Waitlist],IXDM,Male S         ,Stanford University,1477460182,1477460309
California Hacker,0D6D,Female S       ,University of Southern California,1477460183,1477512664
California Hacker,YW08,Female S       ,California Institute of Technology,1477460187,1477460340
California Hacker [Waitlist],NDVN,Male L         ,"University of California, Los Angeles",1477460190,1477460248
California Hacker [Waitlist],QTDM,Male M         ,"University of California, Berkeley",1477460191,1477464089
California Hacker [Waitlist],WYWV,Male M         ,"University of California, Los Angeles",1477460192,1478927382
California Hacker,SVA8,Male S         ,Stanford University,1477460192,1478924137
California Hacker,VXUV,Male M         ,University of Southern California,1477460204,1477460303
California Hacker [Waitlist],JXFI,Male M         ,San Jose State University,1477460208,1477460293
California Hacker,YIQS,Male M         ,Carnegie Mellon University,1477460209,1477460282
California Hacker,2KEI,Female M       ,University of Southern California,1477460209,1477460390
California Hacker,NACZ,Male L         ,"University of California, Berkeley",1477460212,1477461010
California Hacker [Waitlist],82LJ,Male M         ,"University of California, Los Angeles",1477460212,1477461484
California Hacker [Waitlist],DO3Y,Male M         ,Stanford University,1477460214,1477462280
California Hacker [Waitlist],1OP7,Male M         ,Stanford University,1477460224,1477460281
California Hacker,LHLY,,,1477460225,1477460225
California Hacker [Waitlist],IJBZ,Male M         ,University of Southern California,1477460231,1478922521
California Hacker,GCGU,Male M         ,"University of California, Irvine",1477460232,1478918532
California Hacker,1F2A,Male M         ,"University of California, San Diego",1477460233,1477460643
California Hacker [Waitlist],DVLQ,Female M       ,University of Southern California,1477460235,1478922288
California Hacker [Waitlist],VKEZ,Male L         ,"University of California, Los Angeles",1477460240,1477460325
California Hacker,DLHF,Male L         ,San Francisco State University ,1477460248,1478921479
California Hacker [Waitlist],P3QF,Male S         ,University of Southern California,1477460254,1478922503
California Hacker [Waitlist],MF99,Male M         ,"University of California, Davis",1477460257,1477460362
California Hacker,JOXQ,Male M         ,"University of California, San Diego",1477460258,1478925757
California Hacker [Waitlist],ELTE,Male S         ,"University of California, Irvine",1477460263,1478918378
California Hacker,XSXC,Male M         ,"University of California, San Diego",1477460265,1477460626
California Hacker [Waitlist],XG34,Male M         ,"University of California, Los Angeles",1477460271,1478927432
California Hacker [Waitlist],GV5C,Male S         ,"University of California, Irvine ",1477460272,1478918403
California Hacker,VONG,Male M         ,University of Southern California,1477460276,1477460427
California Hacker,UWBA,Female S       ,"University of California, San Diego",1477460286,1477460355
California Hacker,VD4O,Male M         ,University of Southern California,1477460289,1477460476
California Hacker [Waitlist],CLN0,Male L         ,"University of California, Irvine",1477460293,1477789054
California Hacker [Waitlist],TW0Q,Male M         ,"University of California, Santa Cruz",1477460294,1477460383
California Hacker,LB4I,Female M       ,"University of California, Irvine",1477460295,1477460379
California Hacker,N91D,Male M         ,University of Southern California,1477460297,1477460417
California Hacker,U80G,Male S         ,California State University Long Beach,1477460300,1478927499
California Hacker,C196,Male S         ,"University of California, Merced",1477460306,1478918009
California Hacker [Waitlist],EJUW,Male L         ,"University of California, Los Angeles",1477460309,1477460386
California Hacker,MSKM,Male M         ,Stanford University,1477460311,1477685536
California Hacker,EVY6,Male M         ,Diablo Valley College,1477460319,1478921358
California Hacker,K7GI,Male L         ,"University of California, Irvine",1477460320,1478918577
California Hacker [Waitlist],F5VO,Male L         ,"University of California, San Diego",1477460329,1477461037
California Hacker [Waitlist],FWE0,Male L         ,"University of California, Irvine",1477460333,1478920180
California Hacker [Waitlist],7YDQ,Male M         ,University of Southern California,1477460346,1477460448
California Hacker,DAKJ,Male M         ,California Institute of Technology,1477460351,1478597135
Sponsor Representative,EVUM,Male L         ,,1477714695,1478917756
California Hacker,HQBJ,Female M       ,"University of California, Irvine",1477460361,1478918721
California Hacker [Waitlist],FCUO,Male M         ,"University of California, San Diego",1477460362,1478925627
California Hacker,DBTU,Male M         ,Stanford University,1477460367,1477460440
California Hacker [Waitlist],KK2H,Female S       ,California Polytechnic State University - San Luis Obispo,1477460367,1477462694
California Hacker [Waitlist],1ITL,Male M         ,"University of California, Los Angeles",1477460371,1477460483
California Hacker [Waitlist],S8U6,Male L         ,University of Southern California,1477460376,1477460460
California Hacker [Waitlist],DZB2,,,1477460383,1477460383
California Hacker [Waitlist],SGIZ,Male L         ,San Jose State University,1477460414,1477460683
California Hacker [Waitlist],CJDJ,Female XS      ,"University of California, Merced",1477460414,1478922426
California Hacker [Waitlist],G5BE,Male XL        ,"University of California, Merced",1477460420,1478928082
California Hacker [Waitlist],2BGY,Male S         ,University of Southern California,1477460422,1478922583
California Hacker,TPSP,Female M       ,"University of California, Los Angeles",1477460426,1478918366
California Hacker,HFHS,Male M         ,"University of California, Merced",1477460455,1478922391
California Hacker,EEBX,Female XS      ,Stanford University,1477460456,1477460576
California Hacker,95ZG,Male M         ,California Polytechnic State University,1477460485,1478845091
California Hacker,TY7E,Female XS      ,--,1477460489,1477460575
California Hacker,LQLH,Male XL        ,San Jose State University,1477460489,1478923501
California Hacker,IAQN,Female S       ,"University of California, Santa Cruz",1477460516,1478928317
California Hacker,KSYD,Male M         ,"University of California, San Diego",1477460536,1477460783
California Hacker [Waitlist],KBND,Male M         ,"University of California, Santa Cruz",1477460542,1478923155
California Hacker [Waitlist],DXTD,Male S         ,University of Southern California,1477460546,1478922323
California Hacker,1FO2,Male M         ,"University of California, San Diego",1477460549,1477460764
California Hacker,FZPD,Male XL        ,"University of California, Merced",1477460562,1478916899
California Hacker [Waitlist],UN9D,Female M       ,"University of California, Santa Cruz ",1477460574,1477460896
California Hacker,2BCH,Female S       ,"University of California, San Diego",1477460575,1477460665
California Hacker [Waitlist],PEP3,Male M         ,"University of California, San Diego",1477460576,1478925872
California Hacker [Waitlist],0O9U,Male M         ,,1477460579,1477460705
California Hacker [Waitlist],GVMA,,,1477460603,1477460603
California Hacker [Waitlist],7JLS,Male L         ,University of Southern California,1477460603,1477460707
California Hacker,RGLD,Male M         ,University of Southern California,1477460604,1478918808
California Hacker,2HWC,Male S         ,University of Southern California,1477460613,1478918406
California Hacker [Waitlist],IIM4,Male M         ,University of Southern California,1477460616,1477460705
California Hacker [Waitlist],U9V2,Female M       ,University of Southern California,1477460619,1477460715
California Hacker,NMU7,Male M         ,"University of California, San Diego",1477460627,1478925507
California Hacker,NRC6,Female S       ,City college of San Francisco ,1477460638,1478918914
California Hacker [Waitlist],LQKZ,Male XL        ,"University of California, Los Angeles",1477460642,1477460697
California Hacker,MFK0,Female M       ,"University of California,  Berkeley",1477460643,1477461692
California Hacker [Waitlist],4OHF,Male S         ,University of Southern California,1477460644,1478922582
California Hacker,CQYD,Male M         ,"University of California, San Diego",1477460652,1478998142
California Hacker,Z0LU,Male M         ,"University of California, Los Angeles",1477460675,1477460868
California Hacker,YJPF,Male L         ,University of Southern California ,1477460681,1478919156
California Hacker,WBI4,Male L         ,San Jose State University,1477460683,1478920513
California Hacker,QNDI,Female M       ,"University of California, Los Angeles",1477460694,1477460795
California Hacker,AJMJ,Male S         ,University of Southern California,1477460698,1477460794
California Hacker [Waitlist],SGHY,Male S         ,"University of California, San Diego",1477460705,1477540876
California Hacker,2AMV,Male S         ,University of Southern California,1477460711,1478919097
California Hacker [Waitlist],RICD,Male S         ,"University of California, San Diego",1477460742,1477470953
California Hacker,U6HM,Female M       ,"University of California, Los Angeles",1477460748,1477460795
California Hacker,SYT9,Male M         ,"University of California, Irvine",1477460756,1478918373
California Hacker [Waitlist],IDOM,Male S         ,"University of California, Irvine",1477460772,1478924003
California Hacker,GKWD,Male S         ,"University of California, Los Angeles",1477460775,1477460839
California Hacker,EBP3,Male M         ,"University of California, San Diego",1477460780,1478925597
California Hacker,9TT8,Male L         ,Make School,1477460786,1478919550
California Hacker,AI1X,Male M         ,University of Southern California,1477460812,1477461112
California Hacker,DFBR,Male L         ,California Institute of Technology,1477460825,1478925807
California Hacker [Waitlist],N6OU,Male L         ,"University of California, Merced",1477460834,1477460915
California Hacker,D5MT,Female S       ,"University of California, San Diego",1477460848,1478925619
California Hacker,IQMO,Male L         ,"University of California, Los Angeles",1477460855,1477460995
California Hacker [Waitlist],3GR4,Male M         ,"University of California, Irvine ",1477460885,1477461082
California Hacker,GXMS,Male M         ,"University of California, Los Angeles",1477460892,1478924870
California Hacker,2PIV,Male S         ,Irvington,1477460895,1477460969
California Hacker [Waitlist],U1BE,Male L         ,"California Polytechnic State University, San Luis Obispo",1477460896,1478923400
California Hacker,LRPD,Female M       ,Stanford University,1477460899,1477460976
California Hacker,TYJ6,Male XL        ,San Jose State University,1477460903,1477464660
California Hacker,W93D,Male L         ,Stanford University,1477460910,1478921869
California Hacker [Waitlist],HKRJ,Female M       ,"University of California, Santa Cruz",1477460913,1477461159
California Hacker,LQNW,Female XS      ,Stanford University,1477460916,1477460970
California Hacker,W5SQ,Female S       ,University of Southern California,1477460934,1477461291
California Hacker [Waitlist],TOBD,Female S       ,"University of California, San Diego",1477461000,1477461328
California Hacker,JUOG,Male L         ,Santa Rosa Junior College,1477461006,1478925322
California Hacker,0V3I,Female M       ,"University of California, Santa Cruz",1477461018,1477462085
California Hacker [Waitlist],AXGN,Male M         ,University of Southern California,1477461019,1477461107
California Hacker,AAHC,Female XS      ,"University of California, Davis",1477461021,1478921173
California Hacker,5QC3,Male L         ,"University of California, Irvine ",1477461026,1478918574
California Hacker [Waitlist],SLCJ,Male M         ,"University of California, Merced",1477461044,1478922406
California Hacker,YOB1,Male L         ,Berkeley City College,1477461048,1477461126
California Hacker [Waitlist],SED3,Male M         ,"University of California, Santa Cruz",1477461057,1478923206
California Hacker,GOLO,Female L       ,"University of California, San Diego",1477461061,1477461897
California Hacker,PW4C,Male M         ,California Institute of Technology,1477461120,1478925828
California Hacker [Waitlist],DFZV,,,1477461157,1477461157
California Hacker,BRIK,Female S       ,"University of California, Davis",1477461159,1478921195
California Hacker,8YIS,Male S         ,University of Southern California ,1477461165,1478918308
California Hacker,KCIG,Male M         ,University of Southern California,1477461181,1477461282
California Hacker,VXDO,Female M       ,"University of California, Irvine",1477461191,1478918673
California Hacker [Waitlist],UD2W,Female S       ,California Polytechnic State University,1477461227,1477461467
California Hacker,FHLF,Female M       ,University of Southern California,1477461234,1477461279
California Hacker,ZQO8,Female M       ,University of Southern California,1477461237,1477462006
California Hacker,CKAB,Male M         ,University of Southern California,1477461246,1478918239
California Hacker,8OEH,Male XL        ,University of Southern California,1477461267,1478918398
California Hacker [Waitlist],DBH7,Male M         ,University of Southern California,1477461280,1478922332
California Hacker,TDHH,Male S         ,Stanford University,1477461281,1477461386
California Hacker,WMIR,Male S         ,"University of California, Los Angeles",1477461283,1478927394
California Hacker [Waitlist],NGXT,Male L         ,,1477461307,1478916892
California Hacker,CTIH,Male M         ,"University of California, Merced",1477461313,1478948294
California Hacker,VOMR,Male L         ,De Anza College,1477461324,1478927597
California Hacker [Waitlist],5ZQX,,,1477461327,1477461327
California Hacker,NLC8,Male L         ,"University of California, San Diego",1477461356,1478930910
California Hacker,AHII,Male L         ,Minerva Schools at KGI,1477461371,1478931706
California Hacker [Waitlist],DQ1A,Male L         ,"University of California, San Diego",1477461372,1477464975
California Hacker,9KLP,Male M         ,University of Southern California,1477461406,1477461546
California Hacker,HBCP,Male L         ,"University of California, Davis",1477461425,1477461571
California Hacker,KWAA,Male S         ,"University of California, San Diego",1477461439,1478926282
California Hacker [Waitlist],VXUK,Male M         ,"University of California, Merced",1477461530,1477461626
California Hacker [Waitlist],CDDB,Male S         ,Pacific University Oregon,1477461543,1477461689
California Hacker [Waitlist],3K4K,Male M         ,San Jose State University,1477461554,1477461786
California Hacker [Waitlist],WP3U,Male M         ,"University of California, Irvine",1477461555,1478929314
California Hacker [Waitlist],ODSB,,,1477461565,1477461565
California Hacker [Waitlist],NWCO,Male M         ,San Jose State University,1477461587,1477461858
California Hacker,9YB7,Male M         ,,1477461631,1478922281
California Hacker,TM3Y,Male XL        ,"University of California, Irvine",1477461667,1478918613
California Hacker,X6U4,Female M       ,"University of California, San Diego",1477461752,1478925824
California Hacker,PAAE,Male M         ,"University of California, Davis",1477461753,1477461840
California Hacker,1VND,Male M         ,"University of California, Los Angeles",1477461763,1478927323
Berkeley Hacker,TV0C,Male M         ,"University of California, Berkeley",1477461788,1477461932
Berkeley Hacker,3EE1,Male M         ,"University of California, Berkeley",1477461788,1478997009
Berkeley Hacker,M8OF,Male S         ,"University of California, Berkeley",1478562376,1478562502
Berkeley Hacker [Waitlist],RUQE,Male M         ,"University of California, Berkeley",1477461796,1477461861
Berkeley Hacker,IF9L,Female M       ,"University of California, Berkeley",1477461799,1477461929
Berkeley Hacker,MO1U,Male M         ,"University of California, Berkeley",1477461804,1478925432
Berkeley Hacker,TDM2,Male M         ,"University of California, Berkeley",1477461808,1478928452
Berkeley Hacker,9VG7,Male S         ,"University of California, Berkeley",1477461811,1478970554
Berkeley Hacker [Waitlist],FEXK,Male M         ,"University of California, Berkeley",1477461813,1478932515
Berkeley Hacker [Waitlist],JTNS,Male M         ,"University of California, Berkeley",1477461814,1477462070
Berkeley Hacker,UHV3,Female XS      ,"University of California, Berkeley",1477461815,1478927177
Berkeley Hacker,DWPB,Male M         ,"University of California, Berkeley",1477461817,1478990222
Berkeley Hacker,WXKA,Female S       ,"University of California, Berkeley",1477461819,1478924781
Berkeley Hacker,DM2U,Male S         ,"University of California, Berkeley",1477461821,1478927360
Berkeley Hacker,PDZJ,Female S       ,"University of California, Berkeley",1477461823,1478928350
Berkeley Hacker,FXFF,Female S       ,"University of California, Berkeley",1477461823,1478924420
Berkeley Hacker,UXQM,Female S       ,"University of California, Berkeley",1477461824,1478927335
Berkeley Hacker,VT0D,Male M         ,"University of California, Berkeley",1477461825,1478924731
Berkeley Hacker,TWOM,Male M         ,"University of California, Berkeley",1477461826,1478924383
Berkeley Hacker,EBUI,Female S       ,"University of California, Berkeley",1477461827,1478926607
Berkeley Hacker,D4CH,Male S         ,"University of California, Berkeley",1477461828,1478938574
Berkeley Hacker,4TZS,Male M         ,"University of California, Berkeley",1477461829,1478922966
Sponsor Representative,NWAP,Female M       ,,1477714761,1477714777
Berkeley Hacker,ZJPJ,Male S         ,"University of California, Berkeley",1477461829,1478924118
Berkeley Hacker,KWYA,Male L         ,"University of California, Berkeley",1477461833,1477461923
California Hacker [Waitlist],TT0K,,,1477461836,1477461836
Berkeley Hacker,54YD,Male M         ,"University of California, Berkeley",1477461837,1478924413
Berkeley Hacker,VTBA,Male M         ,"University of California, Berkeley",1477461838,1479000048
Berkeley Hacker,HFP8,Male M         ,"University of California, Berkeley",1477461838,1478931107
Berkeley Hacker,D6WQ,Male M         ,"University of California, Berkeley",1477461838,1478923335
Berkeley Hacker,RXHU,Male M         ,"University of California, Berkeley",1477461842,1477461931
Berkeley Hacker [Waitlist],MJDP,Male M         ,"University of California, Berkeley",1477461843,1477461930
Berkeley Hacker [Waitlist],1ANA,Male L         ,"University of California, Berkeley",1477461844,1477462018
Berkeley Hacker,DU4G,Male M         ,"University of California, Berkeley",1477461846,1478932623
Berkeley Hacker,8YMQ,Male M         ,"University of California, Berkeley",1477461846,1478926790
Berkeley Hacker,ATDF,Male S         ,"University of California, Berkeley",1477461846,1477461905
Berkeley Hacker,HL5D,Male M         ,"University of California, Berkeley",1477461847,1478923987
Berkeley Hacker,QBDU,Female M       ,"University of California, Berkeley",1477461847,1478925603
Berkeley Hacker,GVGM,Male M         ,"University of California, Berkeley",1477461848,1478924725
Berkeley Hacker,HCHU,Male M         ,"University of California, Berkeley",1477461848,1478923390
Berkeley Hacker,UUZY,Male M         ,"University of California, Berkeley",1477461849,1478924350
Berkeley Hacker [Waitlist],D5PN,Male M         ,"University of California, Berkeley",1477461850,1477461891
Berkeley Hacker,SY11,Male L         ,"University of California, Berkeley",1477461854,1478926770
Berkeley Hacker [Waitlist],RWIG,Female XS      ,"University of California, Berkeley",1477461855,1478932400
Berkeley Hacker,9K3L,Female L       ,"University of California, Berkeley",1477461857,1477461910
California Hacker,4MAA,Female M       ,University of Southern California,1477461859,1478924425
Berkeley Hacker,UVRV,Male M         ,"University of California, Berkeley",1477461860,1478924255
Berkeley Hacker [Waitlist],UQDJ,Male M         ,"University of California, Berkeley",1477461861,1477461921
Berkeley Hacker [Waitlist],DKAW,Male M         ,"University of California, Berkeley",1477461863,1477465871
Berkeley Hacker,BVDE,Male XL        ,"University of California, Berkeley",1477461864,1477461940
Berkeley Hacker,RQA3,Female S       ,"University of California, Berkeley",1477461864,1478926433
Berkeley Hacker,JNCQ,Male M         ,"University of California, Berkeley",1477461868,1478924841
Berkeley Hacker,GRMX,Male M         ,"University of California, Berkeley",1477461869,1478976185
Berkeley Hacker [Waitlist],Y9VN,,"University of California, Berkeley",1477461869,1477461869
Berkeley Hacker,IKXK,Male M         ,"University of California, Berkeley",1477461871,1477461940
Berkeley Hacker,U7GH,Male M         ,"University of California, Berkeley",1477461871,1478924437
Berkeley Hacker,KYMY,Male S         ,"University of California, Berkeley",1477461872,1479003160
Berkeley Hacker [Waitlist],HT7D,,"University of California, Berkeley",1477461872,1477461910
